STATE,STATE_AB,COUNTY,Internal_State_Region,TVDMA,Metropolitan_Statistical_Areas,Metro_Grp
TENNESSEE,TN,RUTHERFORD,Heartland ISR," Nashville, TN - KY DMA"," Nashville, TN MSA", Nashville Metro GMR.
TENNESSEE,TN,SCOTT,Mountainous East ISR," Knoxville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,SEQUATCHIE,Plateaus & Valleys ISR," Chattanooga, TN - GA - NC DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,SEVIER,Mountainous East ISR," Knoxville, TN - KY DMA"," Knoxville, TN MSA", Knoxville Metro GMR.
TENNESSEE,TN,SHELBY,Delta Country ISR," Memphis, TN - AR- MS - MO DMA"," Memphis, TN - AR - MS MSA", Memphis Metro GMR.
TENNESSEE,TN,SMITH,Plateaus & Valleys ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,STEWART,Heartland ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,SULLIVAN,First Frontier ISR," Tri - Cities, TN - VA - KY DMA"," Johnson City - Kingsport - Bristol, TN - VA MSA", Other Metro GMR.
TENNESSEE,TN,SUMNER,Heartland ISR," Nashville, TN - KY DMA"," Nashville, TN MSA", Nashville Metro GMR.
TENNESSEE,TN,TIPTON,Delta Country ISR," Memphis, TN - AR- MS - MO DMA"," Memphis, TN - AR - MS MSA", Memphis Metro GMR.
TENNESSEE,TN,TROUSDALE,Heartland ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,UNICOI,First Frontier ISR," Tri - Cities, TN - VA - KY DMA"," Johnson City - Kingsport - Bristol, TN - VA MSA", Other Metro GMR.
TENNESSEE,TN,UNION,Mountainous East ISR," Knoxville, TN - KY DMA"," Knoxville, TN MSA", Knoxville Metro GMR.
TENNESSEE,TN,VAN BUREN,Plateaus & Valleys ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,WARREN,Plateaus & Valleys ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,WASHINGTON,First Frontier ISR," Tri - Cities, TN - VA - KY DMA"," Johnson City - Kingsport - Bristol, TN - VA MSA", Other Metro GMR.
TENNESSEE,TN,WAYNE,Heartland ISR," Huntsville - Decatur - Florence, AL - TN DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,WEAKLEY,Delta Country ISR," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,WHITE,Plateaus & Valleys ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,WILLIAMSON,Heartland ISR," Nashville, TN - KY DMA"," Nashville, TN MSA", Nashville Metro GMR.
TENNESSEE,TN,WILSON,Heartland ISR," Nashville, TN - KY DMA"," Nashville, TN MSA", Nashville Metro GMR.
