STATE,STATE_AB,COUNTY,TVDMA,STATEFP,COUNTYFP,COUNTY_PROPER,,,
COLORADO,CO,MONTROSE," Grand Junction - Montrose, CO DMA",08,085,Montrose,,,
COLORADO,CO,MORGAN," Denver, CO - NE - NV - WY DMA",08,087,Morgan,,,
COLORADO,CO,OTERO," Colorado Springs - Pueblo, CO DMA",08,089,Otero,,,
COLORADO,CO,OURAY," Denver, CO - NE - NV - WY DMA",08,091,Ouray,,,
COLORADO,CO,PARK," Denver, CO - NE - NV - WY DMA",08,093,Park,,,
COLORADO,CO,PHILLIPS," Denver, CO - NE - NV - WY DMA",08,095,Phillips,,,
COLORADO,CO,PITKIN," Denver, CO - NE - NV - WY DMA",08,097,Pitkin,,,
COLORADO,CO,PROWERS," Denver, CO - NE - NV - WY DMA",08,099,Prowers,,,
COLORADO,CO,PUEBLO," Colorado Springs - Pueblo, CO DMA",08,101,Pueblo,,,
COLORADO,CO,RIO BLANCO," Denver, CO - NE - NV - WY DMA",08,103,Rio Blanco,,,
COLORADO,CO,RIO GRANDE," Denver, CO - NE - NV - WY DMA",08,105,Rio Grande,,,
COLORADO,CO,ROUTT," Denver, CO - NE - NV - WY DMA",08,107,Routt,,,
COLORADO,CO,SAGUACHE," Denver, CO - NE - NV - WY DMA",08,109,Saguache,,,
COLORADO,CO,SAN JUAN," Denver, CO - NE - NV - WY DMA",08,111,San Juan,,,
COLORADO,CO,SAN MIGUEL," Denver, CO - NE - NV - WY DMA",08,113,San Miguel,,,
COLORADO,CO,SEDGWICK," Denver, CO - NE - NV - WY DMA",08,115,Sedgwick,,,
COLORADO,CO,SUMMIT," Denver, CO - NE - NV - WY DMA",08,117,Summit,,,
COLORADO,CO,TELLER," Colorado Springs - Pueblo, CO DMA",08,119,Teller,,,
COLORADO,CO,WASHINGTON," Denver, CO - NE - NV - WY DMA",08,121,Washington,,,
COLORADO,CO,WELD," Denver, CO - NE - NV - WY DMA",08,123,Weld,,,
COLORADO,CO,YUMA," Denver, CO - NE - NV - WY DMA",08,125,Yuma,,,
CONNECTICUT,CT,HARTFORD," Hartford & New Haven, CT DMA",09,003,Hartford,,,
CONNECTICUT,CT,TOLLAND," Hartford & New Haven, CT DMA",09,013,Tolland,,,
CONNECTICUT,CT,WINDHAM," Hartford & New Haven, CT DMA",09,015,Windham,,,
CONNECTICUT,CT,LITCHFIELD," Hartford & New Haven, CT DMA",09,005,Litchfield,,,
CONNECTICUT,CT,MIDDLESEX," Hartford & New Haven, CT DMA",09,007,Middlesex,,,
CONNECTICUT,CT,NEW LONDON," Hartford & New Haven, CT DMA",09,011,New London,,,
CONNECTICUT,CT,FAIRFIELD," New York, NY - CT - NJ - PA DMA",09,001,Fairfield,,,
CONNECTICUT,CT,NEW HAVEN," Hartford & New Haven, CT DMA",09,009,New Haven,,,
DISTRICT OF COLUMBIA,DC,,,11,001,District of Columbia,,,
DELAWARE,DE,KENT," Philadelphia, PA - DE - NJ DMA",10,001,Kent,,,
DELAWARE,DE,NEW CASTLE," Philadelphia, PA - DE - NJ DMA",10,003,New Castle,,,
DELAWARE,DE,SUSSEX," Salisbury, MD - DE DMA",10,005,Sussex,,,
FLORIDA,FL,ALACHUA," Gainesville, FL DMA",12,001,Alachua,,,
FLORIDA,FL,BAKER," Jacksonville, FL - Brunswick, GA DMA",12,003,Baker,,,
FLORIDA,FL,BAY," Panama City, FL DMA",12,005,Bay,,,
FLORIDA,FL,BRADFORD," Jacksonville, FL - Brunswick, GA DMA",12,007,Bradford,,,
FLORIDA,FL,BREVARD," Orlando - Daytona Beach - Melbourne, FL DMA",12,009,Brevard,,,
FLORIDA,FL,BROWARD," Miami - Ft. Lauderdale, FL DMA",12,011,Broward,,,
FLORIDA,FL,CALHOUN," Panama City, FL DMA",12,013,Calhoun,,,
FLORIDA,FL,CHARLOTTE," Ft. Myers - Naples, FL DMA",12,015,Charlotte,,,
FLORIDA,FL,CITRUS," Tampa - St. Petersburg - Sarasota, FL DMA",12,017,Citrus,,,
FLORIDA,FL,CLAY," Jacksonville, FL - Brunswick, GA DMA",12,019,Clay,,,
FLORIDA,FL,COLLIER," Ft. Myers - Naples, FL DMA",12,021,Collier,,,
FLORIDA,FL,COLUMBIA," Jacksonville, FL - Brunswick, GA DMA",12,023,Columbia,,,
FLORIDA,FL,DIXIE," Gainesville, FL DMA",12,029,Dixie,,,
FLORIDA,FL,DUVAL," Jacksonville, FL - Brunswick, GA DMA",12,031,Duval,,,
FLORIDA,FL,ESCAMBIA," Mobile, AL - Pensacola, FL - MS DMA",12,033,Escambia,,,
FLORIDA,FL,FLAGLER," Orlando - Daytona Beach - Melbourne, FL DMA",12,035,Flagler,,,
FLORIDA,FL,FRANKLIN," Panama City, FL DMA",12,037,Franklin,,,
FLORIDA,FL,GADSDEN," Tallahassee - Thomasville, FL - GA DMA",12,039,Gadsden,,,
FLORIDA,FL,GILCHRIST," Gainesville, FL DMA",12,041,Gilchrist,,,
FLORIDA,FL,GLADES," Ft. Myers - Naples, FL DMA",12,043,Glades,,,
FLORIDA,FL,GULF," Panama City, FL DMA",12,045,Gulf,,,
FLORIDA,FL,HAMILTON," Tallahassee - Thomasville, FL - GA DMA",12,047,Hamilton,,,
FLORIDA,FL,HARDEE," Tampa - St. Petersburg - Sarasota, FL DMA",12,049,Hardee,,,
FLORIDA,FL,HENDRY," Ft. Myers - Naples, FL DMA",12,051,Hendry,,,
FLORIDA,FL,HERNANDO," Tampa - St. Petersburg - Sarasota, FL DMA",12,053,Hernando,,,
FLORIDA,FL,HIGHLANDS," Tampa - St. Petersburg - Sarasota, FL DMA",12,055,Highlands,,,
FLORIDA,FL,HILLSBOROUGH," Tampa - St. Petersburg - Sarasota, FL DMA",12,057,Hillsborough,,,
FLORIDA,FL,HOLMES," Panama City, FL DMA",12,059,Holmes,,,
FLORIDA,FL,INDIAN RIVER," West Palm Beach - Ft. Pierce, FL DMA",12,061,Indian River,,,
FLORIDA,FL,JACKSON," Panama City, FL DMA",12,063,Jackson,,,
FLORIDA,FL,JEFFERSON," Tallahassee - Thomasville, FL - GA DMA",12,065,Jefferson,,,
FLORIDA,FL,LAFAYETTE," Tallahassee - Thomasville, FL - GA DMA",12,067,Lafayette,,,
FLORIDA,FL,LAKE," Orlando - Daytona Beach - Melbourne, FL DMA",12,069,Lake,,,
FLORIDA,FL,LEE," Ft. Myers - Naples, FL DMA",12,071,Lee,,,
FLORIDA,FL,LEON," Tallahassee - Thomasville, FL - GA DMA",12,073,Leon,,,
FLORIDA,FL,LEVY," Gainesville, FL DMA",12,075,Levy,,,
FLORIDA,FL,LIBERTY," Panama City, FL DMA",12,077,Liberty,,,
FLORIDA,FL,MADISON," Tallahassee - Thomasville, FL - GA DMA",12,079,Madison,,,
FLORIDA,FL,MANATEE," Tampa - St. Petersburg - Sarasota, FL DMA",12,081,Manatee,,,
FLORIDA,FL,MARION," Orlando - Daytona Beach - Melbourne, FL DMA",12,083,Marion,,,
FLORIDA,FL,MARTIN," West Palm Beach - Ft. Pierce, FL DMA",12,085,Martin,,,
FLORIDA,FL,MONROE," Miami - Ft. Lauderdale, FL DMA",12,087,Monroe,,,
FLORIDA,FL,NASSAU," Jacksonville, FL - Brunswick, GA DMA",12,089,Nassau,,,
FLORIDA,FL,OKALOOSA," Mobile, AL - Pensacola, FL - MS DMA",12,091,Okaloosa,,,
FLORIDA,FL,OKEECHOBEE," West Palm Beach - Ft. Pierce, FL DMA",12,093,Okeechobee,,,
FLORIDA,FL,ORANGE," Orlando - Daytona Beach - Melbourne, FL DMA",12,095,Orange,,,
FLORIDA,FL,OSCEOLA," Orlando - Daytona Beach - Melbourne, FL DMA",12,097,Osceola,,,
FLORIDA,FL,PALM BEACH," West Palm Beach - Ft. Pierce, FL DMA",12,099,Palm Beach,,,
FLORIDA,FL,PASCO," Tampa - St. Petersburg - Sarasota, FL DMA",12,101,Pasco,,,
FLORIDA,FL,PINELLAS," Tampa - St. Petersburg - Sarasota, FL DMA",12,103,Pinellas,,,
FLORIDA,FL,POLK," Tampa - St. Petersburg - Sarasota, FL DMA",12,105,Polk,,,
FLORIDA,FL,PUTNAM," Jacksonville, FL - Brunswick, GA DMA",12,107,Putnam,,,
FLORIDA,FL,ST. JOHNS," Jacksonville, FL - Brunswick, GA DMA",12,109,St. Johns,,,
FLORIDA,FL,ST. LUCIE," West Palm Beach - Ft. Pierce, FL DMA",12,111,St. Lucie,,,
FLORIDA,FL,SANTA ROSA," Mobile, AL - Pensacola, FL - MS DMA",12,113,Santa Rosa,,,
FLORIDA,FL,SARASOTA," Tampa - St. Petersburg - Sarasota, FL DMA",12,115,Sarasota,,,
FLORIDA,FL,SEMINOLE," Orlando - Daytona Beach - Melbourne, FL DMA",12,117,Seminole,,,
FLORIDA,FL,SUMTER," Orlando - Daytona Beach - Melbourne, FL DMA",12,119,Sumter,,,
FLORIDA,FL,SUWANNEE," Tallahassee - Thomasville, FL - GA DMA",12,121,Suwannee,,,
FLORIDA,FL,TAYLOR," Tallahassee - Thomasville, FL - GA DMA",12,123,Taylor,,,
FLORIDA,FL,UNION," Jacksonville, FL - Brunswick, GA DMA",12,125,Union,,,
FLORIDA,FL,VOLUSIA," Orlando - Daytona Beach - Melbourne, FL DMA",12,127,Volusia,,,
FLORIDA,FL,WAKULLA," Tallahassee - Thomasville, FL - GA DMA",12,129,Wakulla,,,
FLORIDA,FL,WALTON," Panama City, FL DMA",12,131,Walton,,,
FLORIDA,FL,WASHINGTON," Panama City, FL DMA",12,133,Washington,,,
FLORIDA,FL,DADE," Miami - Ft. Lauderdale, FL DMA",12,086,Dade,,,
FLORIDA,FL,DE SOTO," Ft. Myers - Naples, FL DMA",12,027,DeSoto,,,
GEORGIA,GA,APPLING," Savannah, GA - SC DMA",13,001,Appling,,,
GEORGIA,GA,ATKINSON," Albany, GA DMA",13,003,Atkinson,,,
GEORGIA,GA,BACON," Savannah, GA - SC DMA",13,005,Bacon,,,
GEORGIA,GA,BAKER," Albany, GA DMA",13,007,Baker,,,
GEORGIA,GA,BALDWIN," Macon, GA DMA",13,009,Baldwin,,,
GEORGIA,GA,BANKS," Atlanta, GA - AL - NC DMA",13,011,Banks,,,
GEORGIA,GA,BARROW," Atlanta, GA - AL - NC DMA",13,013,Barrow,,,
GEORGIA,GA,BARTOW," Atlanta, GA - AL - NC DMA",13,015,Bartow,,,
GEORGIA,GA,BEN HILL," Albany, GA DMA",13,017,Ben Hill,,,
GEORGIA,GA,BERRIEN," Albany, GA DMA",13,019,Berrien,,,
GEORGIA,GA,BIBB," Macon, GA DMA",13,021,Bibb,,,
GEORGIA,GA,BLECKLEY," Macon, GA DMA",13,023,Bleckley,,,
GEORGIA,GA,BRANTLEY," Jacksonville, FL - Brunswick, GA DMA",13,025,Brantley,,,
GEORGIA,GA,BROOKS," Tallahassee - Thomasville, FL - GA DMA",13,027,Brooks,,,
GEORGIA,GA,BRYAN," Savannah, GA - SC DMA",13,029,Bryan,,,
GEORGIA,GA,BULLOCH," Savannah, GA - SC DMA",13,031,Bulloch,,,
GEORGIA,GA,BURKE," Augusta, GA - SC DMA",13,033,Burke,,,
GEORGIA,GA,BUTTS," Atlanta, GA - AL - NC DMA",13,035,Butts,,,
GEORGIA,GA,CALHOUN," Albany, GA DMA",13,037,Calhoun,,,
GEORGIA,GA,CAMDEN," Jacksonville, FL - Brunswick, GA DMA",13,039,Camden,,,
GEORGIA,GA,CANDLER," Savannah, GA - SC DMA",13,043,Candler,,,
GEORGIA,GA,CARROLL," Atlanta, GA - AL - NC DMA",13,045,Carroll,,,
GEORGIA,GA,CATOOSA," Chattanooga, TN - GA - NC DMA",13,047,Catoosa,,,
GEORGIA,GA,CHARLTON," Jacksonville, FL - Brunswick, GA DMA",13,049,Charlton,,,
GEORGIA,GA,CHATHAM," Savannah, GA - SC DMA",13,051,Chatham,,,
GEORGIA,GA,CHATTAHOOCHEE," Columbus, GA - AL DMA",13,053,Chattahoochee,,,
GEORGIA,GA,CHATTOOGA," Atlanta, GA - AL - NC DMA",13,055,Chattooga,,,
GEORGIA,GA,CHEROKEE," Atlanta, GA - AL - NC DMA",13,057,Cherokee,,,
GEORGIA,GA,CLARKE," Atlanta, GA - AL - NC DMA",13,059,Clarke,,,
GEORGIA,GA,CLAY," Columbus, GA - AL DMA",13,061,Clay,,,
GEORGIA,GA,CLAYTON," Atlanta, GA - AL - NC DMA",13,063,Clayton,,,
GEORGIA,GA,CLINCH," Tallahassee - Thomasville, FL - GA DMA",13,065,Clinch,,,
GEORGIA,GA,COBB," Atlanta, GA - AL - NC DMA",13,067,Cobb,,,
GEORGIA,GA,COFFEE," Albany, GA DMA",13,069,Coffee,,,
GEORGIA,GA,COLQUITT," Albany, GA DMA",13,071,Colquitt,,,
GEORGIA,GA,COLUMBIA," Augusta, GA - SC DMA",13,073,Columbia,,,
GEORGIA,GA,COOK," Albany, GA DMA",13,075,Cook,,,
GEORGIA,GA,COWETA," Atlanta, GA - AL - NC DMA",13,077,Coweta,,,
GEORGIA,GA,CRAWFORD," Macon, GA DMA",13,079,Crawford,,,
GEORGIA,GA,CRISP," Albany, GA DMA",13,081,Crisp,,,
GEORGIA,GA,DADE," Chattanooga, TN - GA - NC DMA",13,083,Dade,,,
GEORGIA,GA,DAWSON," Atlanta, GA - AL - NC DMA",13,085,Dawson,,,
GEORGIA,GA,DECATUR," Tallahassee - Thomasville, FL - GA DMA",13,087,Decatur,,,
GEORGIA,GA,DODGE," Macon, GA DMA",13,091,Dodge,,,
GEORGIA,GA,DOOLY," Macon, GA DMA",13,093,Dooly,,,
GEORGIA,GA,DOUGHERTY," Albany, GA DMA",13,095,Dougherty,,,
GEORGIA,GA,DOUGLAS," Atlanta, GA - AL - NC DMA",13,097,Douglas,,,
GEORGIA,GA,EARLY," Dothan, AL - GA DMA",13,099,Early,,,
GEORGIA,GA,ECHOLS," Tallahassee - Thomasville, FL - GA DMA",13,101,Echols,,,
GEORGIA,GA,EFFINGHAM," Savannah, GA - SC DMA",13,103,Effingham,,,
GEORGIA,GA,ELBERT," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",13,105,Elbert,,,
GEORGIA,GA,EMANUEL," Augusta, GA - SC DMA",13,107,Emanuel,,,
GEORGIA,GA,EVANS," Savannah, GA - SC DMA",13,109,Evans,,,
GEORGIA,GA,FANNIN," Chattanooga, TN - GA - NC DMA",13,111,Fannin,,,
GEORGIA,GA,FAYETTE," Atlanta, GA - AL - NC DMA",13,113,Fayette,,,
GEORGIA,GA,FLOYD," Atlanta, GA - AL - NC DMA",13,115,Floyd,,,
GEORGIA,GA,FORSYTH," Atlanta, GA - AL - NC DMA",13,117,Forsyth,,,
GEORGIA,GA,FRANKLIN," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",13,119,Franklin,,,
GEORGIA,GA,FULTON," Atlanta, GA - AL - NC DMA",13,121,Fulton,,,
GEORGIA,GA,GILMER," Atlanta, GA - AL - NC DMA",13,123,Gilmer,,,
GEORGIA,GA,GLASCOCK," Augusta, GA - SC DMA",13,125,Glascock,,,
GEORGIA,GA,GLYNN," Jacksonville, FL - Brunswick, GA DMA",13,127,Glynn,,,
GEORGIA,GA,GORDON," Atlanta, GA - AL - NC DMA",13,129,Gordon,,,
GEORGIA,GA,GRADY," Tallahassee - Thomasville, FL - GA DMA",13,131,Grady,,,
GEORGIA,GA,GREENE," Atlanta, GA - AL - NC DMA",13,133,Greene,,,
GEORGIA,GA,GWINNETT," Atlanta, GA - AL - NC DMA",13,135,Gwinnett,,,
GEORGIA,GA,HABERSHAM," Atlanta, GA - AL - NC DMA",13,137,Habersham,,,
GEORGIA,GA,HALL," Atlanta, GA - AL - NC DMA",13,139,Hall,,,
GEORGIA,GA,HANCOCK," Macon, GA DMA",13,141,Hancock,,,
GEORGIA,GA,HARALSON," Atlanta, GA - AL - NC DMA",13,143,Haralson,,,
GEORGIA,GA,HARRIS," Columbus, GA - AL DMA",13,145,Harris,,,
GEORGIA,GA,HART," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",13,147,Hart,,,
GEORGIA,GA,HEARD," Atlanta, GA - AL - NC DMA",13,149,Heard,,,
GEORGIA,GA,HENRY," Atlanta, GA - AL - NC DMA",13,151,Henry,,,
GEORGIA,GA,HOUSTON," Macon, GA DMA",13,153,Houston,,,
GEORGIA,GA,IRWIN," Albany, GA DMA",13,155,Irwin,,,
GEORGIA,GA,JACKSON," Atlanta, GA - AL - NC DMA",13,157,Jackson,,,
GEORGIA,GA,JASPER," Atlanta, GA - AL - NC DMA",13,159,Jasper,,,
GEORGIA,GA,JEFF DAVIS," Savannah, GA - SC DMA",13,161,Jeff Davis,,,
GEORGIA,GA,JEFFERSON," Augusta, GA - SC DMA",13,163,Jefferson,,,
GEORGIA,GA,JENKINS," Augusta, GA - SC DMA",13,165,Jenkins,,,
GEORGIA,GA,JOHNSON," Macon, GA DMA",13,167,Johnson,,,
GEORGIA,GA,JONES," Macon, GA DMA",13,169,Jones,,,
GEORGIA,GA,LAMAR," Atlanta, GA - AL - NC DMA",13,171,Lamar,,,
GEORGIA,GA,LANIER," Tallahassee - Thomasville, FL - GA DMA",13,173,Lanier,,,
GEORGIA,GA,LAURENS," Macon, GA DMA",13,175,Laurens,,,
GEORGIA,GA,LEE," Albany, GA DMA",13,177,Lee,,,
GEORGIA,GA,LIBERTY," Savannah, GA - SC DMA",13,179,Liberty,,,
GEORGIA,GA,LINCOLN," Augusta, GA - SC DMA",13,181,Lincoln,,,
GEORGIA,GA,LONG," Savannah, GA - SC DMA",13,183,Long,,,
GEORGIA,GA,LOWNDES," Tallahassee - Thomasville, FL - GA DMA",13,185,Lowndes,,,
GEORGIA,GA,LUMPKIN," Atlanta, GA - AL - NC DMA",13,187,Lumpkin,,,
GEORGIA,GA,MCDUFFIE," Augusta, GA - SC DMA",13,189,McDuffie,,,
GEORGIA,GA,MCINTOSH," Savannah, GA - SC DMA",13,191,McIntosh,,,
GEORGIA,GA,MACON," Macon, GA DMA",13,193,Macon,,,
GEORGIA,GA,MADISON," Atlanta, GA - AL - NC DMA",13,195,Madison,,,
GEORGIA,GA,MARION," Columbus, GA - AL DMA",13,197,Marion,,,
GEORGIA,GA,MERIWETHER," Atlanta, GA - AL - NC DMA",13,199,Meriwether,,,
GEORGIA,GA,MILLER," Tallahassee - Thomasville, FL - GA DMA",13,201,Miller,,,
GEORGIA,GA,MITCHELL," Albany, GA DMA",13,205,Mitchell,,,
GEORGIA,GA,MONROE," Macon, GA DMA",13,207,Monroe,,,
GEORGIA,GA,MONTGOMERY," Savannah, GA - SC DMA",13,209,Montgomery,,,
GEORGIA,GA,MORGAN," Atlanta, GA - AL - NC DMA",13,211,Morgan,,,
GEORGIA,GA,MURRAY," Chattanooga, TN - GA - NC DMA",13,213,Murray,,,
GEORGIA,GA,MUSCOGEE," Columbus, GA - AL DMA",13,215,Muscogee,,,
GEORGIA,GA,NEWTON," Atlanta, GA - AL - NC DMA",13,217,Newton,,,
GEORGIA,GA,OCONEE," Atlanta, GA - AL - NC DMA",13,219,Oconee,,,
GEORGIA,GA,OGLETHORPE," Atlanta, GA - AL - NC DMA",13,221,Oglethorpe,,,
GEORGIA,GA,PAULDING," Atlanta, GA - AL - NC DMA",13,223,Paulding,,,
GEORGIA,GA,PEACH," Macon, GA DMA",13,225,Peach,,,
GEORGIA,GA,PICKENS," Atlanta, GA - AL - NC DMA",13,227,Pickens,,,
GEORGIA,GA,PIERCE," Jacksonville, FL - Brunswick, GA DMA",13,229,Pierce,,,
GEORGIA,GA,PIKE," Atlanta, GA - AL - NC DMA",13,231,Pike,,,
GEORGIA,GA,POLK," Atlanta, GA - AL - NC DMA",13,233,Polk,,,
GEORGIA,GA,PULASKI," Macon, GA DMA",13,235,Pulaski,,,
GEORGIA,GA,PUTNAM," Atlanta, GA - AL - NC DMA",13,237,Putnam,,,
GEORGIA,GA,QUITMAN," Columbus, GA - AL DMA",13,239,Quitman,,,
GEORGIA,GA,RABUN," Atlanta, GA - AL - NC DMA",13,241,Rabun,,,
GEORGIA,GA,RANDOLPH," Columbus, GA - AL DMA",13,243,Randolph,,,
GEORGIA,GA,RICHMOND," Augusta, GA - SC DMA",13,245,Richmond,,,
GEORGIA,GA,ROCKDALE," Atlanta, GA - AL - NC DMA",13,247,Rockdale,,,
GEORGIA,GA,SCHLEY," Columbus, GA - AL DMA",13,249,Schley,,,
GEORGIA,GA,SCREVEN," Savannah, GA - SC DMA",13,251,Screven,,,
GEORGIA,GA,SEMINOLE," Dothan, AL - GA DMA",13,253,Seminole,,,
GEORGIA,GA,SPALDING," Atlanta, GA - AL - NC DMA",13,255,Spalding,,,
GEORGIA,GA,STEPHENS," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",13,257,Stephens,,,
GEORGIA,GA,STEWART," Columbus, GA - AL DMA",13,259,Stewart,,,
GEORGIA,GA,SUMTER," Columbus, GA - AL DMA",13,261,Sumter,,,
GEORGIA,GA,TALBOT," Columbus, GA - AL DMA",13,263,Talbot,,,
GEORGIA,GA,TALIAFERRO," Augusta, GA - SC DMA",13,265,Taliaferro,,,
GEORGIA,GA,TATTNALL," Savannah, GA - SC DMA",13,267,Tattnall,,,
GEORGIA,GA,TAYLOR," Columbus, GA - AL DMA",13,269,Taylor,,,
GEORGIA,GA,TELFAIR," Macon, GA DMA",13,271,Telfair,,,
GEORGIA,GA,TERRELL," Albany, GA DMA",13,273,Terrell,,,
GEORGIA,GA,THOMAS," Tallahassee - Thomasville, FL - GA DMA",13,275,Thomas,,,
GEORGIA,GA,TIFT," Albany, GA DMA",13,277,Tift,,,
GEORGIA,GA,TOOMBS," Savannah, GA - SC DMA",13,279,Toombs,,,
GEORGIA,GA,TOWNS," Atlanta, GA - AL - NC DMA",13,281,Towns,,,
GEORGIA,GA,TREUTLEN," Macon, GA DMA",13,283,Treutlen,,,
GEORGIA,GA,TROUP," Atlanta, GA - AL - NC DMA",13,285,Troup,,,
GEORGIA,GA,TURNER," Albany, GA DMA",13,287,Turner,,,
GEORGIA,GA,TWIGGS," Macon, GA DMA",13,289,Twiggs,,,
GEORGIA,GA,UNION," Atlanta, GA - AL - NC DMA",13,291,Union,,,
GEORGIA,GA,UPSON," Atlanta, GA - AL - NC DMA",13,293,Upson,,,
GEORGIA,GA,WALKER," Chattanooga, TN - GA - NC DMA",13,295,Walker,,,
GEORGIA,GA,WALTON," Atlanta, GA - AL - NC DMA",13,297,Walton,,,
GEORGIA,GA,WARE," Jacksonville, FL - Brunswick, GA DMA",13,299,Ware,,,
GEORGIA,GA,WARREN," Augusta, GA - SC DMA",13,301,Warren,,,
GEORGIA,GA,WASHINGTON," Macon, GA DMA",13,303,Washington,,,
GEORGIA,GA,WAYNE," Savannah, GA - SC DMA",13,305,Wayne,,,
GEORGIA,GA,WEBSTER," Columbus, GA - AL DMA",13,307,Webster,,,
GEORGIA,GA,WHEELER," Macon, GA DMA",13,309,Wheeler,,,
GEORGIA,GA,WHITE," Atlanta, GA - AL - NC DMA",13,311,White,,,
GEORGIA,GA,WHITFIELD," Chattanooga, TN - GA - NC DMA",13,313,Whitfield,,,
GEORGIA,GA,WILCOX," Macon, GA DMA",13,315,Wilcox,,,
GEORGIA,GA,WILKES," Augusta, GA - SC DMA",13,317,Wilkes,,,
GEORGIA,GA,WILKINSON," Macon, GA DMA",13,319,Wilkinson,,,
GEORGIA,GA,WORTH," Albany, GA DMA",13,321,Worth,,,
GEORGIA,GA,DE KALB," Atlanta, GA - AL - NC DMA",13,089,DeKalb,,,
HAWAII,HI,KALAWAO," Honolulu, HI DMA",15,005,Kalawao,,,
HAWAII,HI,HAWAII," Honolulu, HI DMA",15,001,Hawaii,,,
HAWAII,HI,HONOLULU," Honolulu, HI DMA",15,003,Honolulu,,,
HAWAII,HI,KAUAI," Honolulu, HI DMA",15,007,Kauai,,,
HAWAII,HI,MAUI," Honolulu, HI DMA",15,009,Maui,,,
IOWA,IA,ADAIR," Des Moines - Ames, IA - MO DMA",19,001,Adair,,,
IOWA,IA,ADAMS," Omaha, NE - IA - MO DMA",19,003,Adams,,,
IOWA,IA,ALLAMAKEE," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA",19,005,Allamakee,,,
IOWA,IA,APPANOOSE," Des Moines - Ames, IA - MO DMA",19,007,Appanoose,,,
IOWA,IA,AUDUBON," Des Moines - Ames, IA - MO DMA",19,009,Audubon,,,
IOWA,IA,BENTON," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA",19,011,Benton,,,
IOWA,IA,BLACK HAWK," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA",19,013,Black Hawk,,,
IOWA,IA,BOONE," Des Moines - Ames, IA - MO DMA",19,015,Boone,,,
IOWA,IA,BREMER," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA",19,017,Bremer,,,
IOWA,IA,BUCHANAN," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA",19,019,Buchanan,,,
IOWA,IA,BUENA VISTA," Sioux City, IA - NE - SD DMA",19,021,Buena Vista,,,
IOWA,IA,BUTLER," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA",19,023,Butler,,,
IOWA,IA,CALHOUN," Des Moines - Ames, IA - MO DMA",19,025,Calhoun,,,
IOWA,IA,CARROLL," Des Moines - Ames, IA - MO DMA",19,027,Carroll,,,
IOWA,IA,CASS," Omaha, NE - IA - MO DMA",19,029,Cass,,,
IOWA,IA,CEDAR," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA",19,031,Cedar,,,
IOWA,IA,CERRO GORDO," Rochester - Mason City - Austin, MN - IA DMA",19,033,Cerro Gordo,,,
IOWA,IA,CHEROKEE," Sioux City, IA - NE - SD DMA",19,035,Cherokee,,,
IOWA,IA,CHICKASAW," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA",19,037,Chickasaw,,,
IOWA,IA,CLARKE," Des Moines - Ames, IA - MO DMA",19,039,Clarke,,,
IOWA,IA,CLAY," Sioux City, IA - NE - SD DMA",19,041,Clay,,,
IOWA,IA,CLAYTON," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA",19,043,Clayton,,,
IOWA,IA,CLINTON," Davenport - Rock Island - Moline, IA - IL DMA",19,045,Clinton,,,
IOWA,IA,CRAWFORD," Omaha, NE - IA - MO DMA",19,047,Crawford,,,
IOWA,IA,DALLAS," Des Moines - Ames, IA - MO DMA",19,049,Dallas,,,
IOWA,IA,DAVIS," Ottumwa - Kirksville, IA - MO DMA",19,051,Davis,,,
IOWA,IA,DECATUR," Des Moines - Ames, IA - MO DMA",19,053,Decatur,,,
IOWA,IA,DELAWARE," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA",19,055,Delaware,,,
IOWA,IA,DES MOINES," Davenport - Rock Island - Moline, IA - IL DMA",19,057,Des Moines,,,
IOWA,IA,DICKINSON," Sioux City, IA - NE - SD DMA",19,059,Dickinson,,,
IOWA,IA,DUBUQUE," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA",19,061,Dubuque,,,
IOWA,IA,EMMET," Mankato, MN - IA DMA",19,063,Emmet,,,
IOWA,IA,FAYETTE," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA",19,065,Fayette,,,
IOWA,IA,FLOYD," Rochester - Mason City - Austin, MN - IA DMA",19,067,Floyd,,,
IOWA,IA,FRANKLIN," Des Moines - Ames, IA - MO DMA",19,069,Franklin,,,
IOWA,IA,FREMONT," Omaha, NE - IA - MO DMA",19,071,Fremont,,,
IOWA,IA,GREENE," Des Moines - Ames, IA - MO DMA",19,073,Greene,,,
IOWA,IA,GRUNDY," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA",19,075,Grundy,,,
