STATE,STATE_AB,COUNTY,TVDMA,STATEFP,COUNTYFP,COUNTY_PROPER,,,
MISSOURI,MO,SHANNON," Springfield, MO - AR DMA",29,203,Shannon,,,
MISSOURI,MO,SHELBY," Quincy - Hannibal - Keokuk, MO - IL - IA DMA",29,205,Shelby,,,
MISSOURI,MO,STODDARD," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",29,207,Stoddard,,,
MISSOURI,MO,STONE," Springfield, MO - AR DMA",29,209,Stone,,,
MISSOURI,MO,SULLIVAN," Ottumwa - Kirksville, IA - MO DMA",29,211,Sullivan,,,
MISSOURI,MO,TANEY," Springfield, MO - AR DMA",29,213,Taney,,,
MISSOURI,MO,TEXAS," Springfield, MO - AR DMA",29,215,Texas,,,
MISSOURI,MO,VERNON," Joplin - Pittsburg, MO - KS - OK DMA",29,217,Vernon,,,
MISSOURI,MO,WARREN," St. Louis, MO - IL DMA",29,219,Warren,,,
MISSOURI,MO,WASHINGTON," St. Louis, MO - IL DMA",29,221,Washington,,,
MISSOURI,MO,WAYNE," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",29,223,Wayne,,,
MISSOURI,MO,WEBSTER," Springfield, MO - AR DMA",29,225,Webster,,,
MISSOURI,MO,WORTH," St. Joseph, MO - KS DMA",29,227,Worth,,,
MISSOURI,MO,WRIGHT," Springfield, MO - AR DMA",29,229,Wright,,,
MISSOURI,MO,DE KALB," St. Joseph, MO - KS DMA",29,063,DeKalb,,,
MISSOURI,MO,ST CHARLES," St. Louis, MO - IL DMA",29,183,St. Charles,,,
MISSOURI,MO,ST CLAIR," Springfield, MO - AR DMA",29,185,St. Clair,,,
MISSOURI,MO,STE GENEVIEVE," St. Louis, MO - IL DMA",29,186,Ste. Genevieve,,,
MISSOURI,MO,ST FRANCOIS," St. Louis, MO - IL DMA",29,187,St. Francois,,,
MISSOURI,MO,ST LOUIS," St. Louis, MO - IL DMA",29,510,St. Louis,,,
MISSOURI,MO,ST LOUIS CITY," St. Louis, MO - IL DMA",29,189,St. Louis,,,
MISSISSIPPI,MS,ADAMS," Jackson, MS DMA",28,001,Adams,,,
MISSISSIPPI,MS,ALCORN," Memphis, TN - AR- MS - MO DMA",28,003,Alcorn,,,
MISSISSIPPI,MS,AMITE," Baton Rouge, LA - MS DMA",28,005,Amite,,,
MISSISSIPPI,MS,ATTALA," Jackson, MS DMA",28,007,Attala,,,
MISSISSIPPI,MS,BENTON," Memphis, TN - AR- MS - MO DMA",28,009,Benton,,,
MISSISSIPPI,MS,BOLIVAR," Greenwood - Greenville, MS DMA",28,011,Bolivar,,,
MISSISSIPPI,MS,CALHOUN," Columbus - Tupelo - West Point, MS - AL DMA",28,013,Calhoun,,,
MISSISSIPPI,MS,CARROLL," Greenwood - Greenville, MS DMA",28,015,Carroll,,,
MISSISSIPPI,MS,CHICKASAW," Columbus - Tupelo - West Point, MS - AL DMA",28,017,Chickasaw,,,
MISSISSIPPI,MS,CHOCTAW," Columbus - Tupelo - West Point, MS - AL DMA",28,019,Choctaw,,,
MISSISSIPPI,MS,CLAIBORNE," Jackson, MS DMA",28,021,Claiborne,,,
MISSISSIPPI,MS,CLARKE," Meridian, MS - AL DMA",28,023,Clarke,,,
MISSISSIPPI,MS,CLAY," Columbus - Tupelo - West Point, MS - AL DMA",28,025,Clay,,,
MISSISSIPPI,MS,COAHOMA," Memphis, TN - AR- MS - MO DMA",28,027,Coahoma,,,
MISSISSIPPI,MS,COPIAH," Jackson, MS DMA",28,029,Copiah,,,
MISSISSIPPI,MS,COVINGTON," Hattiesburg - Laurel, MS DMA",28,031,Covington,,,
MISSISSIPPI,MS,FORREST," Hattiesburg - Laurel, MS DMA",28,035,Forrest,,,
MISSISSIPPI,MS,FRANKLIN," Jackson, MS DMA",28,037,Franklin,,,
MISSISSIPPI,MS,GEORGE," Biloxi - Gulfport, MS DMA",28,039,George,,,
MISSISSIPPI,MS,GREENE," Mobile, AL - Pensacola, FL - MS DMA",28,041,Greene,,,
MISSISSIPPI,MS,GRENADA," Greenwood - Greenville, MS DMA",28,043,Grenada,,,
MISSISSIPPI,MS,HANCOCK," New Orleans, LA - MS DMA",28,045,Hancock,,,
MISSISSIPPI,MS,HARRISON," Biloxi - Gulfport, MS DMA",28,047,Harrison,,,
MISSISSIPPI,MS,HINDS," Jackson, MS DMA",28,049,Hinds,,,
MISSISSIPPI,MS,HOLMES," Jackson, MS DMA",28,051,Holmes,,,
MISSISSIPPI,MS,HUMPHREYS," Jackson, MS DMA",28,053,Humphreys,,,
MISSISSIPPI,MS,ISSAQUENA," Jackson, MS DMA",28,055,Issaquena,,,
MISSISSIPPI,MS,ITAWAMBA," Columbus - Tupelo - West Point, MS - AL DMA",28,057,Itawamba,,,
MISSISSIPPI,MS,JACKSON," Biloxi - Gulfport, MS DMA",28,059,Jackson,,,
MISSISSIPPI,MS,JASPER," Hattiesburg - Laurel, MS DMA",28,061,Jasper,,,
MISSISSIPPI,MS,JEFFERSON," Jackson, MS DMA",28,063,Jefferson,,,
MISSISSIPPI,MS,JEFFERSON DAVIS," Jackson, MS DMA",28,065,Jefferson Davis,,,
MISSISSIPPI,MS,JONES," Hattiesburg - Laurel, MS DMA",28,067,Jones,,,
MISSISSIPPI,MS,KEMPER," Meridian, MS - AL DMA",28,069,Kemper,,,
MISSISSIPPI,MS,LAFAYETTE," Memphis, TN - AR- MS - MO DMA",28,071,Lafayette,,,
MISSISSIPPI,MS,LAMAR," Hattiesburg - Laurel, MS DMA",28,073,Lamar,,,
MISSISSIPPI,MS,LAUDERDALE," Meridian, MS - AL DMA",28,075,Lauderdale,,,
MISSISSIPPI,MS,LAWRENCE," Jackson, MS DMA",28,077,Lawrence,,,
MISSISSIPPI,MS,LEAKE," Jackson, MS DMA",28,079,Leake,,,
MISSISSIPPI,MS,LEE," Columbus - Tupelo - West Point, MS - AL DMA",28,081,Lee,,,
MISSISSIPPI,MS,LEFLORE," Greenwood - Greenville, MS DMA",28,083,Leflore,,,
MISSISSIPPI,MS,LINCOLN," Jackson, MS DMA",28,085,Lincoln,,,
MISSISSIPPI,MS,LOWNDES," Columbus - Tupelo - West Point, MS - AL DMA",28,087,Lowndes,,,
MISSISSIPPI,MS,MADISON," Jackson, MS DMA",28,089,Madison,,,
MISSISSIPPI,MS,MARION," Hattiesburg - Laurel, MS DMA",28,091,Marion,,,
MISSISSIPPI,MS,MARSHALL," Memphis, TN - AR- MS - MO DMA",28,093,Marshall,,,
MISSISSIPPI,MS,MONROE," Columbus - Tupelo - West Point, MS - AL DMA",28,095,Monroe,,,
MISSISSIPPI,MS,MONTGOMERY," Columbus - Tupelo - West Point, MS - AL DMA",28,097,Montgomery,,,
MISSISSIPPI,MS,NESHOBA," Meridian, MS - AL DMA",28,099,Neshoba,,,
MISSISSIPPI,MS,NEWTON," Meridian, MS - AL DMA",28,101,Newton,,,
MISSISSIPPI,MS,NOXUBEE," Columbus - Tupelo - West Point, MS - AL DMA",28,103,Noxubee,,,
MISSISSIPPI,MS,OKTIBBEHA," Columbus - Tupelo - West Point, MS - AL DMA",28,105,Oktibbeha,,,
MISSISSIPPI,MS,PANOLA," Memphis, TN - AR- MS - MO DMA",28,107,Panola,,,
MISSISSIPPI,MS,PEARL RIVER," New Orleans, LA - MS DMA",28,109,Pearl River,,,
MISSISSIPPI,MS,PERRY," Hattiesburg - Laurel, MS DMA",28,111,Perry,,,
MISSISSIPPI,MS,PIKE," Jackson, MS DMA",28,113,Pike,,,
MISSISSIPPI,MS,PONTOTOC," Columbus - Tupelo - West Point, MS - AL DMA",28,115,Pontotoc,,,
MISSISSIPPI,MS,PRENTISS," Columbus - Tupelo - West Point, MS - AL DMA",28,117,Prentiss,,,
MISSISSIPPI,MS,QUITMAN," Memphis, TN - AR- MS - MO DMA",28,119,Quitman,,,
MISSISSIPPI,MS,RANKIN," Jackson, MS DMA",28,121,Rankin,,,
MISSISSIPPI,MS,SCOTT," Jackson, MS DMA",28,123,Scott,,,
MISSISSIPPI,MS,SHARKEY," Jackson, MS DMA",28,125,Sharkey,,,
MISSISSIPPI,MS,SIMPSON," Jackson, MS DMA",28,127,Simpson,,,
MISSISSIPPI,MS,SMITH," Jackson, MS DMA",28,129,Smith,,,
MISSISSIPPI,MS,STONE," Biloxi - Gulfport, MS DMA",28,131,Stone,,,
MISSISSIPPI,MS,SUNFLOWER," Greenwood - Greenville, MS DMA",28,133,Sunflower,,,
MISSISSIPPI,MS,TALLAHATCHIE," Greenwood - Greenville, MS DMA",28,135,Tallahatchie,,,
MISSISSIPPI,MS,TATE," Memphis, TN - AR- MS - MO DMA",28,137,Tate,,,
MISSISSIPPI,MS,TIPPAH," Memphis, TN - AR- MS - MO DMA",28,139,Tippah,,,
MISSISSIPPI,MS,TISHOMINGO," Columbus - Tupelo - West Point, MS - AL DMA",28,141,Tishomingo,,,
MISSISSIPPI,MS,TUNICA," Memphis, TN - AR- MS - MO DMA",28,143,Tunica,,,
MISSISSIPPI,MS,UNION," Columbus - Tupelo - West Point, MS - AL DMA",28,145,Union,,,
MISSISSIPPI,MS,WALTHALL," Jackson, MS DMA",28,147,Walthall,,,
MISSISSIPPI,MS,WARREN," Jackson, MS DMA",28,149,Warren,,,
MISSISSIPPI,MS,WASHINGTON," Greenwood - Greenville, MS DMA",28,151,Washington,,,
MISSISSIPPI,MS,WAYNE," Hattiesburg - Laurel, MS DMA",28,153,Wayne,,,
MISSISSIPPI,MS,WEBSTER," Columbus - Tupelo - West Point, MS - AL DMA",28,155,Webster,,,
MISSISSIPPI,MS,WILKINSON," Baton Rouge, LA - MS DMA",28,157,Wilkinson,,,
MISSISSIPPI,MS,WINSTON," Columbus - Tupelo - West Point, MS - AL DMA",28,159,Winston,,,
MISSISSIPPI,MS,YALOBUSHA," Columbus - Tupelo - West Point, MS - AL DMA",28,161,Yalobusha,,,
MISSISSIPPI,MS,YAZOO," Jackson, MS DMA",28,163,Yazoo,,,
MISSISSIPPI,MS,DE SOTO," Memphis, TN - AR- MS - MO DMA",28,033,DeSoto,,,
MONTANA,MT,BEAVERHEAD," Butte - Bozeman, MT DMA",30,001,Beaverhead,,,
MONTANA,MT,BIG HORN," Billings, MT - ID DMA",30,003,Big Horn,,,
MONTANA,MT,BLAINE," Great Falls, MT DMA",30,005,Blaine,,,
MONTANA,MT,BROADWATER," Butte - Bozeman, MT DMA",30,007,Broadwater,,,
MONTANA,MT,CARBON," Billings, MT - ID DMA",30,009,Carbon,,,
MONTANA,MT,CARTER," Rapid City, SD - MT - NE - WY DMA",30,011,Carter,,,
MONTANA,MT,CASCADE," Great Falls, MT DMA",30,013,Cascade,,,
MONTANA,MT,CHOUTEAU," Great Falls, MT DMA",30,015,Chouteau,,,
MONTANA,MT,CUSTER," Billings, MT - ID DMA",30,017,Custer,,,
MONTANA,MT,DANIELS," Minot - Bismarck - Dickinson, ND - MT - SD DMA",30,019,Daniels,,,
MONTANA,MT,DAWSON," Glendive, MT DMA",30,021,Dawson,,,
MONTANA,MT,DEER LODGE," Butte - Bozeman, MT DMA",30,023,Deer Lodge,,,
MONTANA,MT,FALLON," Glendive, MT DMA",30,025,Fallon,,,
MONTANA,MT,FERGUS," Great Falls, MT DMA",30,027,Fergus,,,
MONTANA,MT,FLATHEAD," Missoula, MT DMA",30,029,Flathead,,,
MONTANA,MT,GALLATIN," Butte - Bozeman, MT DMA",30,031,Gallatin,,,
MONTANA,MT,GARFIELD," Billings, MT - ID DMA",30,033,Garfield,,,
MONTANA,MT,GLACIER," Great Falls, MT DMA",30,035,Glacier,,,
MONTANA,MT,GOLDEN VALLEY," Billings, MT - ID DMA",30,037,Golden Valley,,,
MONTANA,MT,GRANITE," Missoula, MT DMA",30,039,Granite,,,
MONTANA,MT,HILL," Great Falls, MT DMA",30,041,Hill,,,
MONTANA,MT,JEFFERSON," Butte - Bozeman, MT DMA",30,043,Jefferson,,,
MONTANA,MT,JUDITH BASIN," Great Falls, MT DMA",30,045,Judith Basin,,,
MONTANA,MT,LAKE," Missoula, MT DMA",30,047,Lake,,,
MONTANA,MT,LEWIS AND CLARK," Helena, MT DMA",30,049,Lewis and Clark,,,
MONTANA,MT,LIBERTY," Great Falls, MT DMA",30,051,Liberty,,,
MONTANA,MT,LINCOLN," Spokane, WA - ID - MT - OR DMA",30,053,Lincoln,,,
MONTANA,MT,MCCONE," Minot - Bismarck - Dickinson, ND - MT - SD DMA",30,055,McCone,,,
MONTANA,MT,MADISON," Butte - Bozeman, MT DMA",30,057,Madison,,,
MONTANA,MT,MEAGHER," Billings, MT - ID DMA",30,059,Meagher,,,
MONTANA,MT,MINERAL," Missoula, MT DMA",30,061,Mineral,,,
MONTANA,MT,MISSOULA," Missoula, MT DMA",30,063,Missoula,,,
MONTANA,MT,MUSSELSHELL," Billings, MT - ID DMA",30,065,Musselshell,,,
MONTANA,MT,PARK," Billings, MT - ID DMA",30,067,Park,,,
MONTANA,MT,PETROLEUM," Billings, MT - ID DMA",30,069,Petroleum,,,
MONTANA,MT,PHILLIPS," Great Falls, MT DMA",30,071,Phillips,,,
MONTANA,MT,PONDERA," Great Falls, MT DMA",30,073,Pondera,,,
MONTANA,MT,POWDER RIVER," Billings, MT - ID DMA",30,075,Powder River,,,
MONTANA,MT,POWELL," Butte - Bozeman, MT DMA",30,077,Powell,,,
MONTANA,MT,PRAIRIE," Glendive, MT DMA",30,079,Prairie,,,
MONTANA,MT,RAVALLI," Missoula, MT DMA",30,081,Ravalli,,,
MONTANA,MT,RICHLAND," Minot - Bismarck - Dickinson, ND - MT - SD DMA",30,083,Richland,,,
MONTANA,MT,ROOSEVELT," Minot - Bismarck - Dickinson, ND - MT - SD DMA",30,085,Roosevelt,,,
MONTANA,MT,ROSEBUD," Billings, MT - ID DMA",30,087,Rosebud,,,
MONTANA,MT,SANDERS," Missoula, MT DMA",30,089,Sanders,,,
MONTANA,MT,SHERIDAN," Minot - Bismarck - Dickinson, ND - MT - SD DMA",30,091,Sheridan,,,
MONTANA,MT,SILVER BOW," Butte - Bozeman, MT DMA",30,093,Silver Bow,,,
MONTANA,MT,STILLWATER," Billings, MT - ID DMA",30,095,Stillwater,,,
MONTANA,MT,SWEET GRASS," Billings, MT - ID DMA",30,097,Sweet Grass,,,
MONTANA,MT,TETON," Great Falls, MT DMA",30,099,Teton,,,
MONTANA,MT,TOOLE," Great Falls, MT DMA",30,101,Toole,,,
MONTANA,MT,TREASURE," Billings, MT - ID DMA",30,103,Treasure,,,
MONTANA,MT,VALLEY," Great Falls, MT DMA",30,105,Valley,,,
MONTANA,MT,WHEATLAND," Billings, MT - ID DMA",30,107,Wheatland,,,
MONTANA,MT,WIBAUX," Minot - Bismarck - Dickinson, ND - MT - SD DMA",30,109,Wibaux,,,
MONTANA,MT,YELLOWSTONE," Billings, MT - ID DMA",30,111,Yellowstone,,,
NORTH CAROLINA,NC,ALAMANCE," Greensboro - H.Point - W.Salem, NC - VA DMA",37,001,Alamance,,,
NORTH CAROLINA,NC,ALEXANDER," Charlotte, NC - SC DMA",37,003,Alexander,,,
NORTH CAROLINA,NC,ALLEGHANY," Greensboro - H.Point - W.Salem, NC - VA DMA",37,005,Alleghany,,,
NORTH CAROLINA,NC,ANSON," Charlotte, NC - SC DMA",37,007,Anson,,,
NORTH CAROLINA,NC,ASHE," Charlotte, NC - SC DMA",37,009,Ashe,,,
NORTH CAROLINA,NC,AVERY," Charlotte, NC - SC DMA",37,011,Avery,,,
NORTH CAROLINA,NC,BEAUFORT," Greenville - New Bern - Washington, NC DMA",37,013,Beaufort,,,
NORTH CAROLINA,NC,BERTIE," Greenville - New Bern - Washington, NC DMA",37,015,Bertie,,,
NORTH CAROLINA,NC,BLADEN," Wilmington, NC DMA",37,017,Bladen,,,
NORTH CAROLINA,NC,BRUNSWICK," Wilmington, NC DMA",37,019,Brunswick,,,
NORTH CAROLINA,NC,BUNCOMBE," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,021,Buncombe,,,
NORTH CAROLINA,NC,BURKE," Charlotte, NC - SC DMA",37,023,Burke,,,
NORTH CAROLINA,NC,CABARRUS," Charlotte, NC - SC DMA",37,025,Cabarrus,,,
NORTH CAROLINA,NC,CALDWELL," Charlotte, NC - SC DMA",37,027,Caldwell,,,
NORTH CAROLINA,NC,CAMDEN," Norfolk - Portsmouth - Newport News, VA - NC DMA",37,029,Camden,,,
NORTH CAROLINA,NC,CARTERET," Greenville - New Bern - Washington, NC DMA",37,031,Carteret,,,
NORTH CAROLINA,NC,CASWELL," Greensboro - H.Point - W.Salem, NC - VA DMA",37,033,Caswell,,,
NORTH CAROLINA,NC,CATAWBA," Charlotte, NC - SC DMA",37,035,Catawba,,,
NORTH CAROLINA,NC,CHATHAM," Raleigh - Durham, NC - VA DMA",37,037,Chatham,,,
NORTH CAROLINA,NC,CHEROKEE," Chattanooga, TN - GA - NC DMA",37,039,Cherokee,,,
NORTH CAROLINA,NC,CHOWAN," Norfolk - Portsmouth - Newport News, VA - NC DMA",37,041,Chowan,,,
NORTH CAROLINA,NC,CLAY," Atlanta, GA - AL - NC DMA",37,043,Clay,,,
NORTH CAROLINA,NC,CLEVELAND," Charlotte, NC - SC DMA",37,045,Cleveland,,,
NORTH CAROLINA,NC,COLUMBUS," Wilmington, NC DMA",37,047,Columbus,,,
NORTH CAROLINA,NC,CRAVEN," Greenville - New Bern - Washington, NC DMA",37,049,Craven,,,
NORTH CAROLINA,NC,CUMBERLAND," Raleigh - Durham, NC - VA DMA",37,051,Cumberland,,,
NORTH CAROLINA,NC,CURRITUCK," Norfolk - Portsmouth - Newport News, VA - NC DMA",37,053,Currituck,,,
NORTH CAROLINA,NC,DARE," Norfolk - Portsmouth - Newport News, VA - NC DMA",37,055,Dare,,,
NORTH CAROLINA,NC,DAVIDSON," Greensboro - H.Point - W.Salem, NC - VA DMA",37,057,Davidson,,,
NORTH CAROLINA,NC,DAVIE," Greensboro - H.Point - W.Salem, NC - VA DMA",37,059,Davie,,,
NORTH CAROLINA,NC,DUPLIN," Greenville - New Bern - Washington, NC DMA",37,061,Duplin,,,
NORTH CAROLINA,NC,DURHAM," Raleigh - Durham, NC - VA DMA",37,063,Durham,,,
NORTH CAROLINA,NC,EDGECOMBE," Raleigh - Durham, NC - VA DMA",37,065,Edgecombe,,,
NORTH CAROLINA,NC,FORSYTH," Greensboro - H.Point - W.Salem, NC - VA DMA",37,067,Forsyth,,,
NORTH CAROLINA,NC,FRANKLIN," Raleigh - Durham, NC - VA DMA",37,069,Franklin,,,
NORTH CAROLINA,NC,GASTON," Charlotte, NC - SC DMA",37,071,Gaston,,,
NORTH CAROLINA,NC,GATES," Norfolk - Portsmouth - Newport News, VA - NC DMA",37,073,Gates,,,
NORTH CAROLINA,NC,GRAHAM," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,075,Graham,,,
NORTH CAROLINA,NC,GRANVILLE," Raleigh - Durham, NC - VA DMA",37,077,Granville,,,
NORTH CAROLINA,NC,GREENE," Greenville - New Bern - Washington, NC DMA",37,079,Greene,,,
NORTH CAROLINA,NC,GUILFORD," Greensboro - H.Point - W.Salem, NC - VA DMA",37,081,Guilford,,,
NORTH CAROLINA,NC,HALIFAX," Raleigh - Durham, NC - VA DMA",37,083,Halifax,,,
NORTH CAROLINA,NC,HARNETT," Raleigh - Durham, NC - VA DMA",37,085,Harnett,,,
NORTH CAROLINA,NC,HAYWOOD," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,087,Haywood,,,
NORTH CAROLINA,NC,HENDERSON," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,089,Henderson,,,
NORTH CAROLINA,NC,HERTFORD," Norfolk - Portsmouth - Newport News, VA - NC DMA",37,091,Hertford,,,
NORTH CAROLINA,NC,HOKE," Raleigh - Durham, NC - VA DMA",37,093,Hoke,,,
NORTH CAROLINA,NC,HYDE," Greenville - New Bern - Washington, NC DMA",37,095,Hyde,,,
NORTH CAROLINA,NC,IREDELL," Charlotte, NC - SC DMA",37,097,Iredell,,,
NORTH CAROLINA,NC,JACKSON," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,099,Jackson,,,
NORTH CAROLINA,NC,JOHNSTON," Raleigh - Durham, NC - VA DMA",37,101,Johnston,,,
NORTH CAROLINA,NC,JONES," Greenville - New Bern - Washington, NC DMA",37,103,Jones,,,
NORTH CAROLINA,NC,LEE," Raleigh - Durham, NC - VA DMA",37,105,Lee,,,
NORTH CAROLINA,NC,LENOIR," Greenville - New Bern - Washington, NC DMA",37,107,Lenoir,,,
NORTH CAROLINA,NC,LINCOLN," Charlotte, NC - SC DMA",37,109,Lincoln,,,
NORTH CAROLINA,NC,MCDOWELL," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,111,McDowell,,,
NORTH CAROLINA,NC,MACON," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,113,Macon,,,
NORTH CAROLINA,NC,MADISON," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,115,Madison,,,
NORTH CAROLINA,NC,MARTIN," Greenville - New Bern - Washington, NC DMA",37,117,Martin,,,
NORTH CAROLINA,NC,MECKLENBURG," Charlotte, NC - SC DMA",37,119,Mecklenburg,,,
NORTH CAROLINA,NC,MITCHELL," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,121,Mitchell,,,
NORTH CAROLINA,NC,MONTGOMERY," Greensboro - H.Point - W.Salem, NC - VA DMA",37,123,Montgomery,,,
NORTH CAROLINA,NC,MOORE," Raleigh - Durham, NC - VA DMA",37,125,Moore,,,
NORTH CAROLINA,NC,NASH," Raleigh - Durham, NC - VA DMA",37,127,Nash,,,
NORTH CAROLINA,NC,NEW HANOVER," Wilmington, NC DMA",37,129,New Hanover,,,
NORTH CAROLINA,NC,NORTHAMPTON," Raleigh - Durham, NC - VA DMA",37,131,Northampton,,,
NORTH CAROLINA,NC,ONSLOW," Greenville - New Bern - Washington, NC DMA",37,133,Onslow,,,
NORTH CAROLINA,NC,ORANGE," Raleigh - Durham, NC - VA DMA",37,135,Orange,,,
NORTH CAROLINA,NC,PAMLICO," Greenville - New Bern - Washington, NC DMA",37,137,Pamlico,,,
NORTH CAROLINA,NC,PASQUOTANK," Norfolk - Portsmouth - Newport News, VA - NC DMA",37,139,Pasquotank,,,
NORTH CAROLINA,NC,PENDER," Wilmington, NC DMA",37,141,Pender,,,
NORTH CAROLINA,NC,PERQUIMANS," Norfolk - Portsmouth - Newport News, VA - NC DMA",37,143,Perquimans,,,
NORTH CAROLINA,NC,PERSON," Raleigh - Durham, NC - VA DMA",37,145,Person,,,
NORTH CAROLINA,NC,PITT," Greenville - New Bern - Washington, NC DMA",37,147,Pitt,,,
NORTH CAROLINA,NC,POLK," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,149,Polk,,,
NORTH CAROLINA,NC,RANDOLPH," Greensboro - H.Point - W.Salem, NC - VA DMA",37,151,Randolph,,,
NORTH CAROLINA,NC,RICHMOND," Charlotte, NC - SC DMA",37,153,Richmond,,,
NORTH CAROLINA,NC,ROBESON," Florence - Myrtle Beach, SC - NC DMA",37,155,Robeson,,,
NORTH CAROLINA,NC,ROCKINGHAM," Greensboro - H.Point - W.Salem, NC - VA DMA",37,157,Rockingham,,,
NORTH CAROLINA,NC,ROWAN," Charlotte, NC - SC DMA",37,159,Rowan,,,
NORTH CAROLINA,NC,RUTHERFORD," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,161,Rutherford,,,
NORTH CAROLINA,NC,SAMPSON," Raleigh - Durham, NC - VA DMA",37,163,Sampson,,,
NORTH CAROLINA,NC,SCOTLAND," Florence - Myrtle Beach, SC - NC DMA",37,165,Scotland,,,
NORTH CAROLINA,NC,STANLY," Charlotte, NC - SC DMA",37,167,Stanly,,,
NORTH CAROLINA,NC,STOKES," Greensboro - H.Point - W.Salem, NC - VA DMA",37,169,Stokes,,,
NORTH CAROLINA,NC,SURRY," Greensboro - H.Point - W.Salem, NC - VA DMA",37,171,Surry,,,
NORTH CAROLINA,NC,SWAIN," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,173,Swain,,,
NORTH CAROLINA,NC,TRANSYLVANIA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,175,Transylvania,,,
NORTH CAROLINA,NC,TYRRELL," Greenville - New Bern - Washington, NC DMA",37,177,Tyrrell,,,
NORTH CAROLINA,NC,UNION," Charlotte, NC - SC DMA",37,179,Union,,,
NORTH CAROLINA,NC,VANCE," Raleigh - Durham, NC - VA DMA",37,181,Vance,,,
NORTH CAROLINA,NC,WAKE," Raleigh - Durham, NC - VA DMA",37,183,Wake,,,
NORTH CAROLINA,NC,WARREN," Raleigh - Durham, NC - VA DMA",37,185,Warren,,,
NORTH CAROLINA,NC,WASHINGTON," Greenville - New Bern - Washington, NC DMA",37,187,Washington,,,
NORTH CAROLINA,NC,WATAUGA," Charlotte, NC - SC DMA",37,189,Watauga,,,
NORTH CAROLINA,NC,WAYNE," Raleigh - Durham, NC - VA DMA",37,191,Wayne,,,
NORTH CAROLINA,NC,WILKES," Greensboro - H.Point - W.Salem, NC - VA DMA",37,193,Wilkes,,,
NORTH CAROLINA,NC,WILSON," Raleigh - Durham, NC - VA DMA",37,195,Wilson,,,
NORTH CAROLINA,NC,YADKIN," Greensboro - H.Point - W.Salem, NC - VA DMA",37,197,Yadkin,,,
NORTH CAROLINA,NC,YANCEY," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",37,199,Yancey,,,
NORTH DAKOTA,ND,ADAMS," Minot - Bismarck - Dickinson, ND - MT - SD DMA",38,001,Adams,,,
NORTH DAKOTA,ND,BARNES," Fargo - Valley City, ND - MN DMA",38,003,Barnes,,,
NORTH DAKOTA,ND,BENSON," Fargo - Valley City, ND - MN DMA",38,005,Benson,,,
NORTH DAKOTA,ND,BILLINGS," Minot - Bismarck - Dickinson, ND - MT - SD DMA",38,007,Billings,,,
NORTH DAKOTA,ND,BOTTINEAU," Minot - Bismarck - Dickinson, ND - MT - SD DMA",38,009,Bottineau,,,
NORTH DAKOTA,ND,BOWMAN," Minot - Bismarck - Dickinson, ND - MT - SD DMA",38,011,Bowman,,,
NORTH DAKOTA,ND,BURKE," Minot - Bismarck - Dickinson, ND - MT - SD DMA",38,013,Burke,,,
NORTH DAKOTA,ND,BURLEIGH," Minot - Bismarck - Dickinson, ND - MT - SD DMA",38,015,Burleigh,,,
NORTH DAKOTA,ND,CASS," Fargo - Valley City, ND - MN DMA",38,017,Cass,,,
NORTH DAKOTA,ND,CAVALIER," Fargo - Valley City, ND - MN DMA",38,019,Cavalier,,,
NORTH DAKOTA,ND,DICKEY," Fargo - Valley City, ND - MN DMA",38,021,Dickey,,,
NORTH DAKOTA,ND,DIVIDE," Minot - Bismarck - Dickinson, ND - MT - SD DMA",38,023,Divide,,,
NORTH DAKOTA,ND,DUNN," Minot - Bismarck - Dickinson, ND - MT - SD DMA",38,025,Dunn,,,
NORTH DAKOTA,ND,EDDY," Fargo - Valley City, ND - MN DMA",38,027,Eddy,,,
NORTH DAKOTA,ND,EMMONS," Minot - Bismarck - Dickinson, ND - MT - SD DMA",38,029,Emmons,,,
NORTH DAKOTA,ND,FOSTER," Fargo - Valley City, ND - MN DMA",38,031,Foster,,,
NORTH DAKOTA,ND,GOLDEN VALLEY," Minot - Bismarck - Dickinson, ND - MT - SD DMA",38,033,Golden Valley,,,
NORTH DAKOTA,ND,GRAND FORKS," Fargo - Valley City, ND - MN DMA",38,035,Grand Forks,,,
NORTH DAKOTA,ND,GRANT," Minot - Bismarck - Dickinson, ND - MT - SD DMA",38,037,Grant,,,
